Genes,Clinical_Importance_level,Transmissibility_level,Mobility_level,Pathogenic_level,Clinial_Importance_score,Transmissbilitty_score,Mobility_score,Pathogenic_score,Final_Risk_score
pdc-24,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-240,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-244,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-245,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-255,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-256,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-257,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-258,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-264,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-266,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-28,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-286,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-288,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-295,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-298,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-302,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-322,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-382,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-392,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-402,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-432,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-442,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-452,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-52,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pdc-62,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
per-12,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
pst-2,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
qnrb21,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
qnrb27,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
qnrb32,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
rmte2,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-121,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-125,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-142,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-200,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-201,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-202,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-204,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-205,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-206,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-207,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-211,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-217,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-219,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-22,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-220,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-226,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-24,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-32,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-42,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-52,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
shv-62,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
sme-2,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
streptococcus pneumoniae pbp2x conferring resistance to amoxicillin,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-12,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-122,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-127,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-207,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-209,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-210,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-212,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-229,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-230,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-231,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-234,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-237,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-238,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-243,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-244,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-247,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-28,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
tem-29,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
veb-21,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
vim-20,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
vim-26,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
vim-29,Critically Important,Not Defined,Not Defined,Not Defined,28.4,0.0,0.0,0.0,28.4
dfra12,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
dfra21,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
dfra25,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
dfra27,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
dfrb4,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
qach,Marginally Important,Not Defined,Very High,Very Low,0.0,0.0,25.2,3.5,28.7
alkalihalobacillus clausii chloramphenicol acetyltransferase,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
cmy-104,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-109,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-113,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-117,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-118,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-135,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-144,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-15,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-157,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-159,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-168,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-35,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-63,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-67,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-68,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-71,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-74,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-78,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-79,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-81,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-83,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-84,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-97,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
cmy-99,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
fusf,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
fush,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
lmrc,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
otr(b),Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
pseudomonas aeruginosa catb6,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
rhodococcus fascians cmr,Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
rpsj,Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
tet(42),Highly Important,Not Defined,Very Low,Very Low,21.8,0.0,3.5,3.5,28.8
tet(o/m/o),Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
tet(o/w/31/o),Highly Important,Not Defined,Not Defined,Low,21.8,0.0,0.0,7.0,28.8
dfre,Marginally Important,High,Low,Very Low,0.0,18.3,7.1,3.5,28.9
emea,Marginally Important,High,Low,Very Low,0.0,18.3,7.1,3.5,28.9
dfra6,Marginally Important,Very Low,High,Low,0.0,3.05,19.7,7.0,29.75
nimc,Important,High,Not Defined,Not Defined,12.2,18.3,0.0,0.0,30.5
nimh,Important,High,Not Defined,Not Defined,12.2,18.3,0.0,0.0,30.5
qace,Marginally Important,Low,Not Defined,Very High,0.0,6.1,0.0,24.8,30.9
lnuh,Highly Important,Low,Not Defined,Very Low,21.8,6.1,0.0,3.5,31.4
tet(35),Highly Important,Low,Not Defined,Very Low,21.8,6.1,0.0,3.5,31.4
aac(1')-ic,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
acc-1b,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
adc-54,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
aph(3')-ixa,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
blab-9,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
carb-5,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
carb-50,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
cma-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
cpha1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
ebr-4,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
ecm-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
hera-8,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
ind-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
ind-15,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
ind-1a,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
lut-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
lut-3,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
lut-6,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
mycobacterium tuberculosis kasa mutant conferring resistance to isoniazid,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
och-5,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-158,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-166,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-175,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-176,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-195,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-301,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-305,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-308,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-351,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-806,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-807,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxa-808,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxy-1-10,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
oxy-1-8,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
pjm-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
pst-1,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
vim-55,Critically Important,Very Low,Not Defined,Not Defined,28.4,3.05,0.0,0.0,31.45
catv,Highly Important,Very Low,Very Low,Very Low,21.8,3.05,3.5,3.5,31.85
cmy-76,Highly Important,Very Low,Not Defined,Low,21.8,3.05,0.0,7.0,31.85
fusd,Highly Important,Very Low,Very Low,Very Low,21.8,3.05,3.5,3.5,31.85
23s rrna (adenine(2058)-n(6))-methyltransferase erm(a),Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(2')-ia,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
aac(2')-iib,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(3)-iiib,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
aac(6')-i-48,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(6')-ib8,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(6')-ih,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(6')-ij,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(6')-iv,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aac(6')-ix,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aada22,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aada27,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aada9,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
acc-5,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
acc-7,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
act-12,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-2,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-20,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-23,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-24,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-25,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-27,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-28,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-30,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
act-32,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
adc-128,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-129,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-132,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-136,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-150,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-16,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-194,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-201,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-206,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-21,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
adc-22,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
adc-221,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-239,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-245,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-252,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-255,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-42,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-44,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
adc-84,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
adc-86,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
afm-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
ali-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
ali-2,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
ana-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
ant(3'')-ib,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
ant(9)-ib,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aph(2'')-iiia,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aph(3')-iva,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
aph(7'')-ia,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aph(9)-ib,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
aqu-3,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
arl-6,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
axc-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
axc-4,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
axyz,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
bacillus subtilis rpob mutants conferring resistance to rifampin,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
bel-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-12,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-16,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-17,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-18,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-19,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-2,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-20,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-22,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-23,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-29,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-31,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-33,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-6,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blab-7,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blac,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
blar1,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
blas1,Critically Important,Not Defined,Not Defined,Very Low,28.4,0.0,0.0,3.5,31.9
bro-2,Critically Important,Not Defined,Very Low,Not Defined,28.4,0.0,3.5,0.0,31.9
